team_name_a,team_name_b,score_a,score_b,date,competition,SourceURL
Lightning 15 Black,lightning 15/14 blue,5.0,2.0,2025-03-23,2024-25 NorCal Premier Spring League U8-U19,https://rankings.gotsport.com/teams/338033/game-history
Lightning 15 Black,apsc 2014b,4.0,1.0,2025-03-23,2024-25 NorCal Premier Spring League U8-U19,https://rankings.gotsport.com/teams/338033/game-history
Lightning 15 Black,galt fc jaguars blue 2014,1.0,3.0,2025-03-22,2024-25 NorCal Premier Spring League U8-U19,https://rankings.gotsport.com/teams/338033/game-history
Lightning 15 Black,lightning 15/14 blue,2.0,1.0,2025-03-16,2024-25 NorCal Premier Spring League U8-U19,https://rankings.gotsport.com/teams/338033/game-history
Lightning 15 Black,lightning 15/14 blue,1.0,2.0,2025-03-15,2024-25 NorCal Premier Spring League U8-U19,https://rankings.gotsport.com/teams/338033/game-history
Lightning 15 Black,lightning 15/14 blue,1.0,1.0,2025-03-09,2024-25 NorCal Premier Spring League U8-U19,https://rankings.gotsport.com/teams/338033/game-history
Lightning 15 Black,lightning 15 blue,2.0,1.0,2025-02-23,2025 Sacramento United Spring Shootout,https://rankings.gotsport.com/teams/338033/game-history
Lightning 15 Black,lightning 15 blue,1.0,2.0,2025-02-22,2025 Sacramento United Spring Shootout,https://rankings.gotsport.com/teams/338033/game-history
Lightning 15 Black,roseville sc 14/15b gold,1.0,6.0,2025-02-22,2025 Sacramento United Spring Shootout,https://rankings.gotsport.com/teams/338033/game-history
Lightning 15 Black,dixon leon sc 14 / 15 b red,0.0,0.0,2025-02-17,San Juan SC President's Cup 2025 - Presented by Tiemann Law Firm,https://rankings.gotsport.com/teams/338033/game-history
Lightning 15 Black,lightning 15 blue,6.0,1.0,2025-02-16,San Juan SC President's Cup 2025 - Presented by Tiemann Law Firm,https://rankings.gotsport.com/teams/338033/game-history
Lightning 15 Black,busc 2015b black,0.0,0.0,2025-02-15,San Juan SC President's Cup 2025 - Presented by Tiemann Law Firm,https://rankings.gotsport.com/teams/338033/game-history
Lightning 15 Black,placer united 14b black,5.0,3.0,2024-12-15,U11-U14 Copa Del Rey - 2024,https://rankings.gotsport.com/teams/338033/game-history
Lightning 15 Black,placer united 14b black,,,2024-12-15,U11-U14 Copa Del Rey - 2024,https://rankings.gotsport.com/teams/338033/game-history
Lightning 15 Black,2014 boys - goats,1.0,5.0,2024-12-14,U11-U14 Copa Del Rey - 2024,https://rankings.gotsport.com/teams/338033/game-history
Lightning 15 Black,lightning 15 blue,3.0,2.0,2024-12-15,U11-U14 Copa Del Rey - 2024,https://rankings.gotsport.com/teams/338033/game-history
Lightning 15 Black,2015 boys-rangers,5.0,0.0,2024-11-23,2024-25 NorCal Premier Fall League U8-U19,https://rankings.gotsport.com/teams/338033/game-history
Lightning 15 Black,edhsc 15b elite,10.0,0.0,2024-11-17,2024-25 NorCal Premier Fall League U8-U19,https://rankings.gotsport.com/teams/338033/game-history
Lightning 15 Black,roseville sc 2015b green,3.0,3.0,2024-11-16,2024-25 NorCal Premier Fall League U8-U19,https://rankings.gotsport.com/teams/338033/game-history
Lightning 15 Black,lightning 15 blue,4.0,2.0,2024-11-03,2024-25 U9-U10 NorCal State Cup RD 2 and 3,https://rankings.gotsport.com/teams/338033/game-history
Lightning 15 Black,lightning 15 blue,2.0,5.0,2024-11-03,2024-25 U9-U10 NorCal State Cup RD 2 and 3,https://rankings.gotsport.com/teams/338033/game-history
Lightning 15 Black,lightning 15 blue,1.0,3.0,2024-11-02,2024-25 U9-U10 NorCal State Cup RD 2 and 3,https://rankings.gotsport.com/teams/338033/game-history
Lightning 15 Black,lightning 15 blue,2.0,4.0,2024-11-02,2024-25 U9-U10 NorCal State Cup RD 2 and 3,https://rankings.gotsport.com/teams/338033/game-history
Lightning 15 Black,lightning 15 blue,1.0,1.0,2024-10-27,Boo Fest 2024,https://rankings.gotsport.com/teams/338033/game-history
Lightning 15 Black,lightning 15 blue,0.0,1.0,2024-10-27,Boo Fest 2024,https://rankings.gotsport.com/teams/338033/game-history
Lightning 15 Black,davis legacy 15b red,0.0,4.0,2024-10-26,Boo Fest 2024,https://rankings.gotsport.com/teams/338033/game-history
Lightning 15 Black,lightning 15 blue,2.0,1.0,2024-10-26,Boo Fest 2024,https://rankings.gotsport.com/teams/338033/game-history
Lightning 15 Black,blues 15b navy,1.0,4.0,2024-10-13,2024-25 NorCal Premier Fall League U8-U19,https://rankings.gotsport.com/teams/338033/game-history
Lightning 15 Black,placer united 15b pre-ecnl,4.0,0.0,2024-10-12,2024-25 NorCal Premier Fall League U8-U19,https://rankings.gotsport.com/teams/338033/game-history
2015-BOYS TEAM ORANGE,kbsc elite 2015,3.0,1.0,2025-10-05,EDP Florida League 2025-26,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,fort myers athletic 2015,4.0,0.0,2025-09-21,2025 United Soccer Cup (Fall),https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,aventura fc bold nation 2015b gold,2.0,0.0,2025-09-21,2025 United Soccer Cup (Fall),https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,deportivo cali doral 2015 elite redin,3.0,1.0,2025-09-20,2025 United Soccer Cup (Fall),https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,aventura fc bold nation 2015b gold,3.0,1.0,2025-09-20,2025 United Soccer Cup (Fall),https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,2015 boys white,5.0,1.0,2025-09-14,EDP Florida League 2025-26,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,2015 (u11) black,1.0,0.0,2025-09-13,EDP Florida League 2025-26,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,kbsc elite 2015,2.0,2.0,2025-09-07,EDP Florida League 2025-26,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,b2015 fermin,4.0,5.0,2025-09-06,EDP Florida League 2025-26,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,fort lauderdale fc 15 boys blue,4.0,0.0,2025-09-01,2025 South Florida Super Cup-,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,2015 (u11) black,4.0,2.0,2025-09-01,2025 South Florida Super Cup-,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,2015 (u11) black,3.0,1.0,2025-08-31,2025 South Florida Super Cup-,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,strikers miami fc 2015 black,2.0,1.0,2025-08-30,2025 South Florida Super Cup-,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,2015 boys white,5.0,0.0,2025-08-30,2025 South Florida Super Cup-,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,229 select 2014 boys,1.0,3.0,2025-05-25,"2025 Dreams Cup, hosted by Inter Miami CF",https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,milan de miami silver 2014,5.0,2.0,2025-05-25,"2025 Dreams Cup, hosted by Inter Miami CF",https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,cbf 2014 yellow,0.0,2.0,2025-05-24,"2025 Dreams Cup, hosted by Inter Miami CF",https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,psg academy fl1 2014 verratti,3.0,0.0,2025-05-24,"2025 Dreams Cup, hosted by Inter Miami CF",https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,swfl soccer academy 2015-2016,0.0,2.0,2025-04-27,2025 South Florida Soccer Cup & Showcase,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,doral west 2015,1.0,1.0,2025-04-26,2025 South Florida Soccer Cup & Showcase,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,2015 boys white,0.0,2.0,2025-04-26,2025 South Florida Soccer Cup & Showcase,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,west pines united fc 2014 premier,2.0,1.0,2025-04-19,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,2015 boys blue,3.0,0.0,2025-04-12,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,coerfontaine fc 14b championship ii,0.0,1.0,2025-03-16,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,hfc boys 2014 elite,1.0,3.0,2025-03-15,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,anwsc wellington sc 2014b elite blue,0.0,0.0,2025-03-09,2025 Palm Beach Gardens Classic Spring,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,bu2014w,1.0,2.0,2025-03-08,2025 Palm Beach Gardens Classic Spring,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,pbg 14 boys premier,5.0,3.0,2025-03-08,2025 Palm Beach Gardens Classic Spring,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,gotfc 2014 elite 1,2.0,0.0,2025-03-01,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,barça academy pro miami - b2014 balde,0.0,2.0,2025-02-23,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,fc stars 2015 boys,5.0,0.0,2025-02-16,2025 Weston Cup & Showcase,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,2015 southern homestead blue,4.0,0.0,2025-02-16,2025 Weston Cup & Showcase,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,elite 2015 black,2.0,4.0,2025-02-15,2025 Weston Cup & Showcase,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,tropical psa fc doral 2014b,0.0,5.0,2025-02-08,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,2015b gold,0.0,2.0,2025-02-02,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,anbbk boynton beach knights bbk-2014-b-red,6.0,4.0,2025-01-19,18th ANNUAL WELLINGTON SOCCER SHOOTOUT,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,2014 boys navy,0.0,7.0,2025-01-18,18th ANNUAL WELLINGTON SOCCER SHOOTOUT,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,royal palm beach strikers rpb u11b (2014) white,5.0,1.0,2025-01-18,18th ANNUAL WELLINGTON SOCCER SHOOTOUT,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,springs sc 2014 boys phantom,2.0,4.0,2024-12-15,2024 Springs Holiday Cup,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,2014 boys white,4.0,1.0,2024-12-14,2024 Springs Holiday Cup,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,fort lauderdale fc 14 boys blue,1.0,5.0,2024-12-14,2024 Springs Holiday Cup,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,hfc boys 2014 elite,4.0,2.0,2024-11-23,EDP Florida League 2024-25,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,gotfc 2014 elite 1,2.0,1.0,2024-11-17,EDP Florida League 2024-25,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,psg academy fl1 u11 dembele,4.0,2.0,2024-11-09,EDP Florida League 2024-25,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,barça academy pro miami - b2014 casado,4.0,0.0,2024-11-02,EDP Florida League 2024-25,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,2014b gold,0.0,3.0,2024-10-26,EDP Florida League 2024-25,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,pbg 14 boys premier,0.0,0.0,2024-10-20,2024 Palm Beach Gardens Classic Fall,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,lions u11 red (2014),1.0,5.0,2024-10-20,2024 Palm Beach Gardens Classic Fall,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,2014 boys navy,3.0,1.0,2024-10-19,2024 Palm Beach Gardens Classic Fall,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,lions u11 red (2014),0.0,2.0,2024-10-19,2024 Palm Beach Gardens Classic Fall,https://rankings.gotsport.com/teams/197079/game-history
2015-BOYS TEAM ORANGE,2015 boys blue,3.0,1.0,2024-10-13,EDP Florida League 2024-25,https://rankings.gotsport.com/teams/197079/game-history
FPFC PRE ECNL I B15,2014 boys blue,0.0,6.0,2025-10-05,2025 FKK Alliance Cup - Juniors,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,eje7 2014 boys,1.0,2.0,2025-10-05,2025 FKK Alliance Cup - Juniors,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,south orlando sc sosc 2014b pre-rl 1,3.0,4.0,2025-10-04,2025 FKK Alliance Cup - Juniors,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,2015b pre-mls navy,3.0,3.0,2025-08-31,33rd Annual Jacksonville FC Labor Day Shootout,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,jfc 2015 pre mls academy i,4.0,4.0,2025-08-31,33rd Annual Jacksonville FC Labor Day Shootout,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,flfc 2015 boys premier,5.0,1.0,2025-08-30,33rd Annual Jacksonville FC Labor Day Shootout,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,jfc 2015 pre mls academy ii,7.0,1.0,2025-08-30,33rd Annual Jacksonville FC Labor Day Shootout,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,15b fpfc dev 1,2.0,0.0,2025-05-26,"2025 Dreams Cup, hosted by Inter Miami CF",https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,weston fc 2015 future elite i,1.0,3.0,2025-05-25,"2025 Dreams Cup, hosted by Inter Miami CF",https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,15b fpfc dev 1,5.0,0.0,2025-05-25,"2025 Dreams Cup, hosted by Inter Miami CF",https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,15b fpfc dev 1,1.0,0.0,2025-05-24,"2025 Dreams Cup, hosted by Inter Miami CF",https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,mvp fc 15b,0.0,2.0,2025-05-24,"2025 Dreams Cup, hosted by Inter Miami CF",https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,swfl b15 black 9v9,4.0,5.0,2025-04-13,2025 Florida Premier Spring Showcase,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,15b fpfc dev 1,2.0,1.0,2025-04-13,2025 Florida Premier Spring Showcase,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,15b fpfc dev 1,2.0,1.0,2025-04-12,2025 Florida Premier Spring Showcase,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,2014 pre mlsnext,2.0,2.0,2025-04-11,2025 Florida Premier Spring Showcase,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,15b fpfc dev 1,8.0,0.0,2025-04-05,West Florida Premier League (WFPL) 24/25,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,15b fpfc dev 1,1.0,2.0,2025-03-30,West Florida Premier League (WFPL) 24/25,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,silva select 2015,1.0,5.0,2025-03-09,Adidas Champions Cup - Spring,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,inter miami u10,3.0,1.0,2025-03-08,Adidas Champions Cup - Spring,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,15b fpfc dev 1,2.0,4.0,2025-03-08,Adidas Champions Cup - Spring,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,st. pete raiders 2014b acosta,2.0,6.0,2025-03-01,West Florida Premier League (WFPL) 24/25,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,plant city 2014b premier,1.0,3.0,2025-02-22,West Florida Premier League (WFPL) 24/25,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,nationals oakland 15 boys black,0.0,3.0,2025-02-16,2025 Weston Cup & Showcase,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,weston fc 2015 future elite ii,3.0,1.0,2025-02-15,2025 Weston Cup & Showcase,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,15b fpfc dev 1,1.0,2.0,2025-02-15,2025 Weston Cup & Showcase,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,tbu 2014b north red wfpl,0.0,11.0,2025-02-09,West Florida Premier League (WFPL) 24/25,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,15b fpfc dev 1,6.0,1.0,2025-02-08,West Florida Premier League (WFPL) 24/25,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,2014 boys black,0.0,9.0,2025-02-01,West Florida Premier League (WFPL) 24/25,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,tbu 2014b north red wfpl,0.0,8.0,2025-01-26,West Florida Premier League (WFPL) 24/25,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,solrise soccer academy 2015b elite,4.0,3.0,2025-01-19,The 22nd Annual Dimitri Cup -U8 thru U12 Weekend,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,cf 15b south black,3.0,5.0,2025-01-19,The 22nd Annual Dimitri Cup -U8 thru U12 Weekend,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,st petersburg fc boys 2015 spfc,3.0,9.0,2025-01-18,The 22nd Annual Dimitri Cup -U8 thru U12 Weekend,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,15b fpfc dev 1,3.0,6.0,2025-01-18,The 22nd Annual Dimitri Cup -U8 thru U12 Weekend,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,15b fpfc dev 1,9.0,0.0,2025-01-11,West Florida Premier League (WFPL) 24/25,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,15b fpfc dev 1,,,2024-12-22,Adidas Champions Cup - Winter,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,juventus elite 2015,3.0,5.0,2024-12-22,Adidas Champions Cup - Winter,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,2015 (a) - stars academy orlando,1.0,7.0,2024-12-21,Adidas Champions Cup - Winter,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,15b fpfc dev 1,12.0,0.0,2024-12-21,Adidas Champions Cup - Winter,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,15b fpfc dev 1,11.0,1.0,2024-12-07,West Florida Premier League (WFPL) 24/25,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,14b fpfc try dev ii,2.0,2.0,2024-11-16,West Florida Premier League (WFPL) 24/25,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,15b fpfc dev 1,1.0,5.0,2024-11-10,West Florida Premier League (WFPL) 24/25,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,15b fpfc dev 1,11.0,1.0,2024-11-09,West Florida Premier League (WFPL) 24/25,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,15b fpfc dev 1,7.0,2.0,2024-11-08,West Florida Premier League (WFPL) 24/25,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,15b fpfc dev 1,4.0,5.0,2024-11-03,The 2024 Tampa Bay Super Cup-Junior Boys and Girls (U8-U12),https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,15b fpfc dev 1,9.0,2.0,2024-11-03,The 2024 Tampa Bay Super Cup-Junior Boys and Girls (U8-U12),https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,15b fpfc dev 1,3.0,1.0,2024-11-02,The 2024 Tampa Bay Super Cup-Junior Boys and Girls (U8-U12),https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,jfc 2015 pre mls academy i,2.0,7.0,2024-11-02,The 2024 Tampa Bay Super Cup-Junior Boys and Girls (U8-U12),https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,15b fpfc dev 1,13.0,0.0,2024-10-26,West Florida Premier League (WFPL) 24/25,https://rankings.gotsport.com/teams/366684/game-history
FPFC PRE ECNL I B15,tampa raiders 2014 boys select,0.0,16.0,2024-10-19,West Florida Premier League (WFPL) 24/25,https://rankings.gotsport.com/teams/366684/game-history
